date,temperature_2m_max,temperature_2m_min,rain_sum
2023-01-11 00:00:00+00:00,13.356,8.856,0.70000005
2023-01-12 00:00:00+00:00,13.656,4.9560003,3.0
2023-01-13 00:00:00+00:00,12.556,7.856,0.1
2023-01-14 00:00:00+00:00,10.656,7.806,0.0
2023-01-15 00:00:00+00:00,11.0060005,6.506,0.0
2023-01-16 00:00:00+00:00,10.706,4.006,0.0
2023-01-17 00:00:00+00:00,15.556,10.206,0.0
2023-01-18 00:00:00+00:00,17.456,13.7560005,0.0
2023-01-19 00:00:00+00:00,17.056,10.056,0.0
2023-01-20 00:00:00+00:00,17.906,6.556,2.3000002
2023-01-21 00:00:00+00:00,16.105999,7.9560003,0.0
2023-01-22 00:00:00+00:00,17.106,6.556,0.0
2023-01-23 00:00:00+00:00,11.156,7.556,0.0
2023-01-24 00:00:00+00:00,9.156,6.506,0.0
2023-01-25 00:00:00+00:00,7.156,4.9560003,0.2
2023-01-26 00:00:00+00:00,12.306,5.256,0.0
2023-01-27 00:00:00+00:00,12.456,8.306,9.900001
2023-01-28 00:00:00+00:00,9.356,4.006,2.3000002
2023-01-29 00:00:00+00:00,5.506,3.0059998,0.1
2023-01-30 00:00:00+00:00,6.256,0.0059999973,0.0
2023-01-31 00:00:00+00:00,6.606,-1.294,0.4
2023-02-01 00:00:00+00:00,7.156,1.806,1.1
2023-02-02 00:00:00+00:00,9.356,5.656,0.8
2023-02-03 00:00:00+00:00,7.556,0.70600003,1.0
2023-02-04 00:00:00+00:00,6.9560003,3.556,3.3999999
2023-02-05 00:00:00+00:00,4.406,1.806,10.400002
2023-02-06 00:00:00+00:00,4.906,1.906,7.7
2023-02-07 00:00:00+00:00,2.656,0.506,0.50000006
2023-02-08 00:00:00+00:00,3.056,-0.14400001,1.5
2023-02-09 00:00:00+00:00,5.556,1.656,2.1999998
2023-02-10 00:00:00+00:00,5.756,1.406,0.1
2023-02-11 00:00:00+00:00,6.006,-1.194,0.0
2023-02-12 00:00:00+00:00,7.406,-2.694,0.1
2023-02-13 00:00:00+00:00,7.906,-1.344,0.1
2023-02-14 00:00:00+00:00,8.056,0.356,0.0
2023-02-15 00:00:00+00:00,6.056,0.356,1.1
2023-02-16 00:00:00+00:00,7.856,0.056,0.0
2023-02-17 00:00:00+00:00,10.656,4.2060003,0.0
2023-02-18 00:00:00+00:00,12.906,7.4560003,0.0
2023-02-19 00:00:00+00:00,15.106,9.206,0.0
2023-02-20 00:00:00+00:00,11.906,3.656,3.0000002
2023-02-21 00:00:00+00:00,14.056,4.256,0.0
2023-02-22 00:00:00+00:00,14.206,5.9560003,0.0
2023-02-23 00:00:00+00:00,15.556,4.856,0.0
2023-02-24 00:00:00+00:00,13.156,5.656,0.0
2023-02-25 00:00:00+00:00,15.956,8.156,0.0
2023-02-26 00:00:00+00:00,17.906,11.356,0.0
2023-02-27 00:00:00+00:00,19.806,10.356,0.1
2023-02-28 00:00:00+00:00,13.056,8.156,2.7
2023-03-01 00:00:00+00:00,10.106,7.2060003,1.6
2023-03-02 00:00:00+00:00,8.906,6.9560003,0.0
2023-03-03 00:00:00+00:00,10.5060005,6.156,0.3
2023-03-04 00:00:00+00:00,12.156,5.756,0.5
2023-03-05 00:00:00+00:00,13.706,7.506,13.1
2023-03-06 00:00:00+00:00,11.856,4.856,0.1
2023-03-07 00:00:00+00:00,14.406,8.906,0.2
2023-03-08 00:00:00+00:00,15.706,9.856,1.3000001
2023-03-09 00:00:00+00:00,16.306,10.656,1.6000001
2023-03-10 00:00:00+00:00,17.106,11.706,0.0
2023-03-11 00:00:00+00:00,17.206,11.356,23.199999
2023-03-12 00:00:00+00:00,11.5060005,6.656,1.9000001
2023-03-13 00:00:00+00:00,8.856,5.756,0.3
2023-03-14 00:00:00+00:00,10.056,3.906,0.0
2023-03-15 00:00:00+00:00,15.106,3.2559998,0.0
2023-03-16 00:00:00+00:00,14.606,8.5060005,7.0
2023-03-17 00:00:00+00:00,8.5060005,6.806,19.699997
2023-03-18 00:00:00+00:00,8.2560005,7.056,7.6999984
2023-03-19 00:00:00+00:00,9.856,7.906,3.3999999
2023-03-20 00:00:00+00:00,13.2560005,5.606,0.0
2023-03-21 00:00:00+00:00,18.256,5.006,0.0
2023-03-22 00:00:00+00:00,11.706,8.156,8.5
2023-03-23 00:00:00+00:00,12.0060005,6.4560003,1.0
2023-03-24 00:00:00+00:00,14.956,5.306,0.0
2023-03-25 00:00:00+00:00,16.006,4.306,0.0
2023-03-26 00:00:00+00:00,16.006,7.506,7.5
2023-03-27 00:00:00+00:00,19.456,8.406,0.1
2023-03-28 00:00:00+00:00,12.106,5.756,22.400002
2023-03-29 00:00:00+00:00,6.306,1.8560001,12.099998
2023-03-30 00:00:00+00:00,8.556,-0.49399996,0.30000004
2023-03-31 00:00:00+00:00,12.5060005,3.606,0.3
2023-04-01 00:00:00+00:00,18.406,10.7560005,4.4999995
2023-04-02 00:00:00+00:00,15.706,12.2560005,7.4
2023-04-03 00:00:00+00:00,19.606,10.806,3.1999998
2023-04-04 00:00:00+00:00,19.856,10.056,5.2999997
2023-04-05 00:00:00+00:00,10.906,6.656,1.6000001
2023-04-06 00:00:00+00:00,15.206,5.256,6.9
2023-04-07 00:00:00+00:00,11.0060005,6.556,1.6000001
2023-04-08 00:00:00+00:00,15.356,6.656,0.1
2023-04-09 00:00:00+00:00,13.556,8.656,0.0
2023-04-10 00:00:00+00:00,11.806,9.056,4.8999987
2023-04-11 00:00:00+00:00,11.306,8.606,6.3999996
2023-04-12 00:00:00+00:00,12.206,9.056,16.8
2023-04-13 00:00:00+00:00,16.306,7.556,0.0
2023-04-14 00:00:00+00:00,20.306,11.856,0.0
2023-04-15 00:00:00+00:00,20.506,12.306,0.0
2023-04-16 00:00:00+00:00,20.506,11.556,0.3
2023-04-17 00:00:00+00:00,19.106,10.606,0.6
2023-04-18 00:00:00+00:00,17.606,10.0060005,0.70000005
2023-04-19 00:00:00+00:00,16.756,9.106,3.1
2023-04-20 00:00:00+00:00,15.2560005,9.2560005,0.3
2023-04-21 00:00:00+00:00,17.006,9.306,0.8
2023-04-22 00:00:00+00:00,17.806,9.456,0.0
2023-04-23 00:00:00+00:00,15.556,8.656,0.0
2023-04-24 00:00:00+00:00,16.706,8.556,0.0
2023-04-25 00:00:00+00:00,20.006,9.706,0.1
2023-04-26 00:00:00+00:00,18.606,11.606,18.400002
2023-04-27 00:00:00+00:00,12.456,8.656,18.200003
2023-04-28 00:00:00+00:00,13.106,6.806,0.0
2023-04-29 00:00:00+00:00,14.156,6.306,0.1
2023-04-30 00:00:00+00:00,16.056,7.006,0.0
2023-05-01 00:00:00+00:00,19.556,9.7560005,0.0
2023-05-02 00:00:00+00:00,19.856,10.106,0.0
2023-05-03 00:00:00+00:00,23.056,10.706,0.0
2023-05-04 00:00:00+00:00,21.306,11.7560005,6.4
2023-05-05 00:00:00+00:00,16.006,11.7560005,1.9000001
2023-05-06 00:00:00+00:00,15.856,11.2560005,19.500002
2023-05-07 00:00:00+00:00,17.706,9.956,0.0
2023-05-08 00:00:00+00:00,18.956,11.106,0.0
2023-05-09 00:00:00+00:00,15.456,11.106,0.5
2023-05-10 00:00:00+00:00,14.906,10.7560005,0.70000005
2023-05-11 00:00:00+00:00,14.106,11.156,0.0
2023-05-12 00:00:00+00:00,14.0060005,9.856,0.4
2023-05-13 00:00:00+00:00,18.806,8.656,0.0
2023-05-14 00:00:00+00:00,19.956,9.0060005,0.2
2023-05-15 00:00:00+00:00,24.156,11.056,0.0
2023-05-16 00:00:00+00:00,27.356,12.806,0.2
2023-05-17 00:00:00+00:00,20.106,12.956,7.2999997
2023-05-18 00:00:00+00:00,16.906,13.2560005,7.5999994
2023-05-19 00:00:00+00:00,17.056,12.606,1.3000001
2023-05-20 00:00:00+00:00,19.156,12.7560005,1.9
2023-05-21 00:00:00+00:00,20.356,13.206,0.1
2023-05-22 00:00:00+00:00,20.106,13.056,0.0
2023-05-23 00:00:00+00:00,18.956,13.5060005,2.1000001
2023-05-24 00:00:00+00:00,19.556,13.456,1.4000001
2023-05-25 00:00:00+00:00,21.556,13.906,0.70000005
2023-05-26 00:00:00+00:00,22.356,13.5060005,2.3000002
2023-05-27 00:00:00+00:00,21.956,15.156,0.0
2023-05-28 00:00:00+00:00,19.656,16.306,1.4000001
2023-05-29 00:00:00+00:00,20.906,16.706,1.0
2023-05-30 00:00:00+00:00,22.056,15.606,1.8000001
2023-05-31 00:00:00+00:00,24.056,15.906,9.800001
2023-06-01 00:00:00+00:00,23.606,15.306,0.0
2023-06-02 00:00:00+00:00,24.756,15.806,0.0
2023-06-03 00:00:00+00:00,22.106,17.256,3.4999998
2023-06-04 00:00:00+00:00,21.106,16.356,5.5
2023-06-05 00:00:00+00:00,22.056,15.906,0.0
2023-06-06 00:00:00+00:00,22.756,16.356,0.0
2023-06-07 00:00:00+00:00,22.406,16.105999,0.0
2023-06-08 00:00:00+00:00,22.356,17.056,0.0
2023-06-09 00:00:00+00:00,23.056,14.906,0.1
2023-06-10 00:00:00+00:00,24.106,15.456,0.0
2023-06-11 00:00:00+00:00,25.656,15.156,0.0
2023-06-12 00:00:00+00:00,22.506,17.006,1.4000001
2023-06-13 00:00:00+00:00,22.706,16.756,0.0
2023-06-14 00:00:00+00:00,23.156,16.606,1.5000001
2023-06-15 00:00:00+00:00,25.506,17.256,0.0
2023-06-16 00:00:00+00:00,28.306,17.906,0.0
2023-06-17 00:00:00+00:00,25.506,19.456,5.2999997
2023-06-18 00:00:00+00:00,24.906,18.856,1.6
2023-06-19 00:00:00+00:00,24.256,18.406,15.900003
2023-06-20 00:00:00+00:00,24.556,17.656,9.099999
2023-06-21 00:00:00+00:00,26.806,18.156,0.1
2023-06-22 00:00:00+00:00,27.206,18.906,0.1
2023-06-23 00:00:00+00:00,28.006,19.356,0.0
2023-06-24 00:00:00+00:00,30.506,18.756,0.0
2023-06-25 00:00:00+00:00,26.956,18.956,0.0
2023-06-26 00:00:00+00:00,26.906,20.306,0.3
2023-06-27 00:00:00+00:00,29.006,19.606,0.1
2023-06-28 00:00:00+00:00,30.306,18.456,0.0
2023-06-29 00:00:00+00:00,23.806,15.2560005,1.6
2023-06-30 00:00:00+00:00,27.806,12.406,0.0
2023-07-01 00:00:00+00:00,29.806,15.106,0.0
2023-07-02 00:00:00+00:00,31.606,16.756,0.0
2023-07-03 00:00:00+00:00,31.506,20.556,0.4
2023-07-04 00:00:00+00:00,30.956,20.756,0.0
2023-07-05 00:00:00+00:00,29.006,21.856,0.0
2023-07-06 00:00:00+00:00,30.906,21.156,1.0
2023-07-07 00:00:00+00:00,31.706,20.406,2.0
2023-07-08 00:00:00+00:00,27.806,20.606,20.500006
2023-07-09 00:00:00+00:00,26.106,19.456,0.4
2023-07-10 00:00:00+00:00,29.006,16.006,0.0
2023-07-11 00:00:00+00:00,29.756,18.856,0.0
2023-07-12 00:00:00+00:00,32.356,21.206,0.3
2023-07-13 00:00:00+00:00,34.806,20.206,0.0
2023-07-14 00:00:00+00:00,36.656,23.556,0.0
2023-07-15 00:00:00+00:00,31.306,21.856,0.0
2023-07-16 00:00:00+00:00,29.406,20.656,0.0
2023-07-17 00:00:00+00:00,29.756,20.506,0.0
2023-07-18 00:00:00+00:00,29.206,20.456,0.0
2023-07-19 00:00:00+00:00,32.056,20.006,0.0
2023-07-20 00:00:00+00:00,35.106,20.406,0.0
2023-07-21 00:00:00+00:00,32.656,21.756,0.0
2023-07-22 00:00:00+00:00,34.056,23.556,0.0
2023-07-23 00:00:00+00:00,35.005997,22.656,0.2
2023-07-24 00:00:00+00:00,31.156,20.656,0.0
2023-07-25 00:00:00+00:00,33.856,18.506,0.0
2023-07-26 00:00:00+00:00,38.806,21.106,0.0
2023-07-27 00:00:00+00:00,28.656,19.356,0.6
2023-07-28 00:00:00+00:00,27.856,16.306,0.0
2023-07-29 00:00:00+00:00,28.956,16.906,0.0
2023-07-30 00:00:00+00:00,28.906,18.656,0.0
2023-07-31 00:00:00+00:00,28.256,18.956,0.0
2023-08-01 00:00:00+00:00,29.956,20.656,0.6
2023-08-02 00:00:00+00:00,31.106,19.656,0.0
2023-08-03 00:00:00+00:00,36.156,21.256,0.0
2023-08-04 00:00:00+00:00,35.955997,23.106,0.0
2023-08-05 00:00:00+00:00,34.056,22.956,0.0
2023-08-06 00:00:00+00:00,35.056,21.706,0.0
2023-08-07 00:00:00+00:00,32.406,23.106,0.0
2023-08-08 00:00:00+00:00,29.756,21.706,0.0
2023-08-09 00:00:00+00:00,25.856,21.356,0.0
2023-08-10 00:00:00+00:00,28.156,21.156,1.6
2023-08-11 00:00:00+00:00,27.506,20.006,1.5000001
2023-08-12 00:00:00+00:00,29.206,20.756,0.0
2023-08-13 00:00:00+00:00,29.306,22.206,0.3
2023-08-14 00:00:00+00:00,29.256,23.756,0.4
2023-08-15 00:00:00+00:00,30.756,23.706,0.1
2023-08-16 00:00:00+00:00,31.406,22.156,0.0
2023-08-17 00:00:00+00:00,30.356,23.456,0.0
2023-08-18 00:00:00+00:00,31.056,23.406,0.0
2023-08-19 00:00:00+00:00,30.406,23.306,0.0
2023-08-20 00:00:00+00:00,31.506,22.906,0.0
2023-08-21 00:00:00+00:00,32.156,22.556,0.0
2023-08-22 00:00:00+00:00,33.406,22.506,0.0
2023-08-23 00:00:00+00:00,31.506,23.406,0.0
2023-08-24 00:00:00+00:00,31.106,23.006,0.0
2023-08-25 00:00:00+00:00,30.556,22.556,0.0
2023-08-26 00:00:00+00:00,31.306,22.556,0.0
2023-08-27 00:00:00+00:00,29.056,22.256,0.0
2023-08-28 00:00:00+00:00,29.856,21.606,0.0
2023-08-29 00:00:00+00:00,33.106,19.756,0.0
2023-08-30 00:00:00+00:00,33.906,21.306,0.0
2023-08-31 00:00:00+00:00,33.056,22.306,0.0
2023-09-01 00:00:00+00:00,29.256,20.156,6.3999996
2023-09-02 00:00:00+00:00,28.656,22.606,0.5
2023-09-03 00:00:00+00:00,28.706,20.906,0.6
2023-09-04 00:00:00+00:00,28.956,20.806,0.8
2023-09-05 00:00:00+00:00,27.506,20.656,0.8
2023-09-06 00:00:00+00:00,28.056,21.406,0.1
2023-09-07 00:00:00+00:00,28.256,22.756,0.0
2023-09-08 00:00:00+00:00,27.656,21.806,0.1
2023-09-09 00:00:00+00:00,26.406,21.006,0.0
2023-09-10 00:00:00+00:00,27.006,20.006,0.0
2023-09-11 00:00:00+00:00,25.306,19.256,0.0
2023-09-12 00:00:00+00:00,26.556,16.906,0.0
2023-09-13 00:00:00+00:00,27.156,15.156,0.0
2023-09-14 00:00:00+00:00,29.306,16.506,0.0
2023-09-15 00:00:00+00:00,28.806,15.656,0.0
2023-09-16 00:00:00+00:00,26.956,17.606,0.0
2023-09-17 00:00:00+00:00,27.056,19.806,0.0
2023-09-18 00:00:00+00:00,25.156,19.806,0.0
2023-09-19 00:00:00+00:00,25.706,15.906,0.0
2023-09-20 00:00:00+00:00,26.306,15.206,0.0
2023-09-21 00:00:00+00:00,26.806,15.206,0.0
2023-09-22 00:00:00+00:00,29.556,12.956,0.0
2023-09-23 00:00:00+00:00,33.306,17.806,0.0
2023-09-24 00:00:00+00:00,30.756,17.756,0.0
2023-09-25 00:00:00+00:00,27.406,20.906,0.0
2023-09-26 00:00:00+00:00,26.706,20.406,0.0
2023-09-27 00:00:00+00:00,26.656,20.256,0.2
2023-09-28 00:00:00+00:00,25.956,18.106,13.900001
2023-09-29 00:00:00+00:00,24.506,16.105999,0.8
2023-09-30 00:00:00+00:00,23.806,16.756,20.400003
2023-10-01 00:00:00+00:00,19.906,17.506,21.000002
2023-10-02 00:00:00+00:00,21.056,16.206,3.8
2023-10-03 00:00:00+00:00,22.506,15.906,0.0
2023-10-04 00:00:00+00:00,22.606,13.156,0.0
2023-10-05 00:00:00+00:00,23.856,12.856,0.0
2023-10-06 00:00:00+00:00,23.556,14.556,0.0
2023-10-07 00:00:00+00:00,23.956,13.206,0.0
2023-10-08 00:00:00+00:00,22.506,12.0060005,0.0
2023-10-09 00:00:00+00:00,18.606,11.7560005,0.5
2023-10-10 00:00:00+00:00,21.956,10.606,0.0
2023-10-11 00:00:00+00:00,19.506,12.906,0.1
2023-10-12 00:00:00+00:00,22.756,13.2560005,0.0
2023-10-13 00:00:00+00:00,22.006,10.456,0.0
2023-10-14 00:00:00+00:00,23.256,14.0060005,0.0
2023-10-15 00:00:00+00:00,21.956,12.056,0.1
2023-10-16 00:00:00+00:00,19.856,13.0060005,4.1
2023-10-17 00:00:00+00:00,19.656,13.2560005,0.4
2023-10-18 00:00:00+00:00,17.106,13.356,12.100003
2023-10-19 00:00:00+00:00,18.956,13.606,0.2
2023-10-20 00:00:00+00:00,21.906,15.806,0.0
2023-10-21 00:00:00+00:00,23.806,18.056,0.0
2023-10-22 00:00:00+00:00,24.506,16.006,0.0
2023-10-23 00:00:00+00:00,25.056,14.856,0.0
2023-10-24 00:00:00+00:00,23.306,14.806,0.0
2023-10-25 00:00:00+00:00,23.156,15.806,0.0
2023-10-26 00:00:00+00:00,24.556,20.156,0.0
2023-10-27 00:00:00+00:00,24.906,18.906,0.0
2023-10-28 00:00:00+00:00,25.556,18.156,0.0
2023-10-29 00:00:00+00:00,24.256,16.956,0.4
2023-10-30 00:00:00+00:00,24.256,16.656,0.0
2023-10-31 00:00:00+00:00,21.356,16.456,0.1
2023-11-01 00:00:00+00:00,22.906,16.256,0.0
2023-11-02 00:00:00+00:00,20.556,15.356,17.400003
2023-11-03 00:00:00+00:00,23.056,16.606,0.3
2023-11-04 00:00:00+00:00,27.506,16.756,9.9
2023-11-05 00:00:00+00:00,22.306,16.356,0.0
2023-11-06 00:00:00+00:00,23.206,16.256,0.4
2023-11-07 00:00:00+00:00,23.906,14.7560005,0.2
2023-11-08 00:00:00+00:00,21.656,15.556,0.0
2023-11-09 00:00:00+00:00,16.956,11.656,10.7
2023-11-10 00:00:00+00:00,19.056,11.456,0.0
2023-11-11 00:00:00+00:00,22.956,16.156,13.3
2023-11-12 00:00:00+00:00,18.906,13.556,0.0
2023-11-13 00:00:00+00:00,15.406,9.7560005,27.6
2023-11-14 00:00:00+00:00,15.956,7.056,0.0
2023-11-15 00:00:00+00:00,19.456,13.706,11.8
2023-11-16 00:00:00+00:00,15.556,10.106,21.8
2023-11-17 00:00:00+00:00,16.606,9.556,0.0
2023-11-18 00:00:00+00:00,15.2560005,6.756,57.7
2023-11-19 00:00:00+00:00,7.506,2.7559998,24.800001
2023-11-20 00:00:00+00:00,12.406,4.156,3.6999998
2023-11-21 00:00:00+00:00,15.806,10.606,0.1
2023-11-22 00:00:00+00:00,19.556,12.606,1.6
2023-11-23 00:00:00+00:00,14.406,8.956,2.8
2023-11-24 00:00:00+00:00,17.156,9.156,2.9
2023-11-25 00:00:00+00:00,18.406,15.0060005,0.2
2023-11-26 00:00:00+00:00,16.706,3.156,7.5
2023-11-27 00:00:00+00:00,7.906,1.906,0.0
2023-11-28 00:00:00+00:00,14.956,7.9560003,2.2
2023-11-29 00:00:00+00:00,15.856,11.5060005,40.3
2023-11-30 00:00:00+00:00,13.5060005,8.806,4.1
2023-12-01 00:00:00+00:00,18.406,13.5060005,0.0
2023-12-02 00:00:00+00:00,19.206,16.256,0.0
2023-12-03 00:00:00+00:00,19.906,11.606,0.0
2023-12-04 00:00:00+00:00,11.906,9.206,3.4999998
2023-12-05 00:00:00+00:00,12.5060005,8.856,0.0
2023-12-06 00:00:00+00:00,12.806,9.656,2.1
2023-12-07 00:00:00+00:00,12.2560005,9.606,5.6
2023-12-08 00:00:00+00:00,9.806,7.006,9.099999
2023-12-09 00:00:00+00:00,7.606,5.7060003,8.500001
2023-12-10 00:00:00+00:00,10.956,3.806,0.0
2023-12-11 00:00:00+00:00,12.456,4.856,0.0
2023-12-12 00:00:00+00:00,11.406,5.756,0.0
2023-12-13 00:00:00+00:00,13.5060005,5.356,0.0
2023-12-14 00:00:00+00:00,17.956,11.306,0.0
2023-12-15 00:00:00+00:00,14.7560005,9.056,11.500001
2023-12-16 00:00:00+00:00,10.356,5.656,21.6
2023-12-17 00:00:00+00:00,8.5060005,4.556,0.6
2023-12-18 00:00:00+00:00,10.2560005,1.806,0.0
2023-12-19 00:00:00+00:00,12.556,2.556,0.0
2023-12-20 00:00:00+00:00,12.206,1.156,0.0
2023-12-21 00:00:00+00:00,13.706,8.056,3.0000002
2023-12-22 00:00:00+00:00,12.7560005,6.4560003,8.6
2023-12-23 00:00:00+00:00,13.5060005,4.856,1.4
2023-12-24 00:00:00+00:00,14.556,9.406,0.8
2023-12-25 00:00:00+00:00,16.006,11.656,0.0
2023-12-26 00:00:00+00:00,15.5060005,11.706,0.0
2023-12-27 00:00:00+00:00,15.5060005,7.406,0.2
2023-12-28 00:00:00+00:00,14.956,3.806,0.0
2023-12-29 00:00:00+00:00,11.5060005,3.7059999,0.0
2023-12-30 00:00:00+00:00,13.906,5.9560003,0.2
2023-12-31 00:00:00+00:00,15.5060005,7.606,0.1
2024-01-01 00:00:00+00:00,14.606,8.356,0.0
2024-01-02 00:00:00+00:00,14.056,7.306,6.8999996
2024-01-03 00:00:00+00:00,14.606,6.606,2.5
2024-01-04 00:00:00+00:00,15.406,10.806,1.6
2024-01-05 00:00:00+00:00,14.106,8.156,0.2
2024-01-06 00:00:00+00:00,14.806,8.206,0.0
2024-01-07 00:00:00+00:00,14.956,11.106,3.1999998
2024-01-08 00:00:00+00:00,14.606,6.106,1.6
2024-01-09 00:00:00+00:00,6.656,2.7059999,21.700003
2024-01-10 00:00:00+00:00,6.506,3.356,9.300001
2024-01-11 00:00:00+00:00,6.056,1.956,0.0
2024-01-12 00:00:00+00:00,6.756,-0.89399993,0.5
2024-01-13 00:00:00+00:00,3.9559999,-1.6439999,0.0
2024-01-14 00:00:00+00:00,7.4560003,-2.2440002,0.0
2024-01-15 00:00:00+00:00,11.806,6.556,0.2
2024-01-16 00:00:00+00:00,13.0060005,5.4560003,10.200001
